date,series,female.line,n.female,female.age,male.line,n.male,male.age,mate.time1,mate.time2,mate.time3,mate.time4,mate.time5,n.mate.30m,n.mate.1hr,ratio.30m,ratio.1hr
9002,24,857,5,7,857,10,19,26.2,39,58.5,NA,NA,1,3,0.2,0.6
9003,24,857,5,7,857,10,8,17.7,28.2,79.7,106.7,NA,2,2,0.4,0.4
,,,,,,,,,,,,,6,13,1.2,2.6
,,,,,,,,,,,,, ,,0.4,1.56
9919,1,857,5,7,OS,10,6,9.8,12.3,16.5,18.3,26.4,5,5,1,1
9921,4,857,5,7,OS,10,7,8.7,8.8,19.2,19.3,28.6,5,5,1,1
9926,12,857,5,8,OS,10,10,7.1,12.1,17.2,23,44.6,4,5,0.8,1
9002,23,857,5,7,OS,10,9,9.2,16.3,26.4,61.2,NA,3,3,0.6,0.8
9003,23,857,5,7,OS,10,9,9.8,10,16,23,24.8,5,5,3.8,1
,,,,,,,,,,,,,22,24,0.88,4.8
,,,,,,,,,,,,, ,,17.4,4.64
9919,3,OS,5,6,857,10,7,20.9,37.1,47.6,48.7,NA,1,4,0.2,0.8
9921,6,OS,5,8,857,10,8,7.3,26.3,41.7,NA,NA,2,3,0.4,0.6
9926,14,OS,5,11,857,10,14,25.9,47.6,47.6,57.9,NA,1,4,0.2,0.8
9002,25,OS,5,7,857,10,19,17.9,23.4,52.4,NA,NA,2,3,0.4,0.6
9003,25,OS,5,7,857,10,8,18.5,18.8,30.3,31.2,42.8,2,5,0.4,1
,,,,,,,,,,,,,8,19,1.6,3.8
,,,,,,,,,,,,, ,,0.6,3
9708,20,861,5,7,861,10,8,20,28.6,37.7,46.4,NA,2,4,0.4,0.8
9716,23,861,5,8,861,10,12,14.5,34.8,47.7,48,NA,1,4,0.2,0.8
9917,17,861,5,5,861,10,5,54,NA,NA,NA,NA,0,1,0,0.2
9921,8,861,5,7,861,10,8,27.7,47.7,57.9,NA,NA,1,3,0.2,0.6
9923,5,861,5,6,861,10,6,24,56.4,NA,NA,NA,1,2,0.2,0.4
,,,,,,,,,,,,,5,14,1,2.8
,,,,,,,,,,,,, ,,0.3,1.84
9708,19,861,5,7,OS,10,7,15.9,16.1,16.2,NA,NA,3,3,0.6,0.6
9716,22,861,5,8,OS,10,8,4,11.2,11.3,51,52.3,3,5,0.6,1
9917,16,861,5,5,OS,10,9,6.2,10.2,23.1,24,27.4,5,5,1,1
9921,7,861,5,7,OS,10,7,7.3,11.4,13,13.1,NA,4,4,0.8,0.8
9923,4,861,5,6,OS,10,8,6.2,11.8,20.2,28.6,NA,4,4,0.8,0.8
,,,,,,,,,,,,,19,21,3.8,4.2
,,,,,,,,,,,,, ,,3,3.64
9708,21,OS,5,8,861,10,8,16.9,20.8,32.1,37.9,NA,2,4,0.4,0.8
9716,24,OS,5,13,861,10,12,19.6,21.9,27.5,34.5,49,3,5,0.6,1
9917,18,OS,5,5,861,9,5,12.4,22.7,32.3,42.2,NA,2,4,0.4,0.8
9921,9,OS,5,8,861,10,8,26,36.2,52.4,NA,NA,1,3,0.2,0.6
9923,6,OS,5,9,861,10,6,30.3,32.3,38.9,NA,NA,0,3,0,0.6
,,,,,,,,,,,,,8,19,1.6,3.8
,,,,,,,,,,,,, ,,0.7,3
9708,23,879,5,7,879,10,8,NA,NA,NA,NA,NA,0,0,0,0
9712,29,879,5,5,879,10,11,NA,NA,NA,NA,NA,0,0,0,0
9715,14,879,5,7,879,10,13,52.4,NA,NA,NA,NA,0,1,0,0.2
9716,20,879,5,8,879,10,12,NA,NA,NA,NA,NA,0,0,0,0
9919,5,879,5,6,879,10,6,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,0,1,0,0.2
,,,,,,,,,,,,, ,,0,0.04
9708,22,879,5,7,OS,10,7,10.4,23.9,42,50,NA,2,4,0.4,0.8
9712,28,879,5,5,OS,10,8,3,34.1,47.5,NA,NA,1,3,0.2,0.6
9715,13,879,5,7,OS,11,10,25.9,31.4,37.8,59.9,NA,1,4,0.2,0.8
9716,19,879,5,8,OS,10,8,10.7,38.3,45.8,NA,NA,1,3,0.2,0.6
9919,4,879,5,6,OS,10,6,11.1,11.9,16.2,25.1,29.7,5,5,1,1
,,,,,,,,,,,,,10,19,2,3.8
,,,,,,,,,,,,, ,,1.3,3
9708,24,OS,5,8,879,10,8,58.5,NA,NA,NA,NA,0,1,0,0.2
9712,30,OS,5,10,879,10,11,27.7,48.9,NA,NA,NA,1,2,0.2,0.4
9715,15,OS,5,13,879,10,13,NA,NA,NA,NA,NA,0,0,0,0
9716,21,OS,5,13,879,10,12,NA,NA,NA,NA,NA,0,0,0,0
9919,6,OS,5,6,879,10,6,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,1,3,0.2,0.6
,,,,,,,,,,,,, ,,0,0.2
9717,17,882,5,15,882,10,11,41.5,52.9,NA,NA,NA,0,2,0,0.4
9917,20,882,5,5,882,10,5,38.4,49.3,49.4,NA,NA,0,3,0,0.6
9919,8,882,5,6,882,10,6,30.8,31,37.6,43.5,58.3,0,5,0,1
9922,23,882,5,9,882,10,8,34.3,45.7,NA,NA,NA,0,2,0,0.4
9923,8,882,5,8,882,10,9,16.3,40.8,47.8,NA,NA,1,3,0.2,0.6
,,,,,,,,,,,,,1,15,0.2,3
,,,,,,,,,,,,, ,,0,2.04
9717,16,882,5,15,OS,10,7,18.2,19.3,21.1,31.3,44,3,5,0.6,1
9917,19,882,5,5,OS,10,9,17.8,23.9,28.8,38.4,47.5,3,5,0.6,1
9919,7,882,5,6,OS,10,6,10.8,20.2,20.3,26.9,42.8,4,5,0.8,1
9922,22,882,5,9,OS,10,7,14,20.6,20.7,NA,NA,3,3,0.6,0.6
9923,7,882,5,8,OS,10,8,18.8,27.5,37.4,51.9,NA,2,4,0.4,0.8
,,,,,,,,,,,,,15,22,3,4.4
,,,,,,,,,,,,, ,,1.9,4
9717,18,OS,5,12,882,10,11,31,50.3,51.3,NA,NA,0,3,0,0.6
9917,21,OS,5,5,882,10,5,32.4,53.1,NA,NA,NA,0,2,0,0.4
9919,9,OS,5,6,882,10,6,39.8,NA,NA,NA,NA,0,1,0,0.2
9922,24,OS,5,8,882,10,8,48.2,48.2,NA,NA,NA,0,2,0,0.4
9923,9,OS,5,9,882,10,9,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,0,8,0,1.6
,,,,,,,,,,,,, ,,0,0.72
9922,26,884,4,5,884,10,8,35.8,NA,NA,NA,NA,0,1,0,0.25
9924,5,884,5,5,884,10,6,16.3,NA,NA,NA,NA,1,1,0.2,0.2
9926,16,884,5,5,884,10,7,4.9,NA,NA,NA,NA,1,1,0.2,0.2
9929,2,884,5,6,884,10,7,28.6,36.2,48.7,NA,NA,1,3,0.2,0.6
9003,27,884,4,8,884,10,6,53.3,58.9,NA,NA,NA,0,2,0,0.5
,,,,,,,,,,,,,3,8,0.6,1.75
,,,,,,,,,,,,, ,,0.1,0.7525
9922,25,884,5,5,OS,10,7,11.5,17.4,24,40.5,NA,3,4,0.6,0.8
9924,4,884,5,5,OS,10,7,9.4,19.1,39.5,61.1,NA,2,3,0.4,0.6
9926,15,884,5,5,OS,10,10,8.2,28.5,30.7,NA,NA,2,3,0.4,0.6
9929,1,884,5,6,OS,10,12,17.9,27.5,29.5,46.2,46.2,3,5,0.6,1
9003,26,884,5,8,OS,10,9,5.7,21.3,39.9,40.5,NA,2,4,0.4,0.8
,,,,,,,,,,,,,12,19,2.4,3.8
,,,,,,,,,,,,, ,,1.2,3
9922,27,OS,5,8,884,10,8,9,10.5,33.8,40.3,NA,2,4,0.4,0.8
9924,6,OS,5,9,884,10,6,27.5,50.8,52.1,NA,NA,1,3,0.2,0.6
9926,17,OS,5,11,884,10,7,28.3,48.1,57.6,NA,NA,1,3,0.2,0.6
9929,3,OS,5,14,884,10,7,51.7,NA,NA,NA,NA,0,1,0,0.2
9003,28,OS,5,7,884,10,6,5.6,8.1,30.1,39.1,51.8,2,5,0.4,1
,,,,,,,,,,,,,6,16,1.2,3.2
,,,,,,,,,,,,, ,,0.4,2.4
9715,17,887,5,8,887,10,15,14.9,28.3,40.6,56,NA,2,4,0.4,0.8
9917,23,887,5,5,887,10,5,11.8,19.1,22.5,51.4,NA,3,4,0.6,0.8
9921,11,887,5,7,887,10,8,14.7,22.3,38.9,NA,NA,2,3,0.4,0.6
9923,11,887,5,7,887,10,7,11.3,12.4,21.7,29,NA,4,4,0.8,0.8
9929,5,887,5,8,887,10,7,13.6,20.2,30.2,NA,NA,2,3,0.4,0.6
,,,,,,,,,,,,,13,18,2.6,3.6
,,,,,,,,,,,,, ,,1.5,2.64
9715,16,887,5,8,OS,10,10,7.3,7.3,21.7,27.4,NA,4,4,0.8,0.8
9917,22,887,5,5,OS,10,9,6.7,16.6,20.1,39.1,43.8,3,5,0.6,1
9921,10,887,5,7,OS,10,7,8,9.2,15.8,35,48.4,3,5,0.6,1
9923,10,887,5,7,OS,10,8,8.6,12.5,19.7,35.5,56.3,3,5,0.6,1
9929,4,887,5,8,OS,10,12,8.8,10.7,19.6,26.3,27.3,5,5,1,1
,,,,,,,,,,,,,18,24,3.6,4.8
,,,,,,,,,,,,, ,,2.7,4.64
9715,18,OS,5,13,887,11,15,8.7,8.7,NA,NA,NA,2,2,0.4,0.4
9917,24,OS,5,5,887,10,5,49.2,NA,NA,NA,NA,0,1,0,0.2
9921,12,OS,5,8,887,10,8,18.4,35.2,48.6,49.3,NA,1,4,0.2,0.8
9923,12,OS,5,9,887,10,7,18.4,52.9,53,NA,NA,1,3,0.2,0.6
9929,6,OS,5,14,887,10,7,24,38,47.5,56.4,NA,1,4,0.2,0.8
,,,,,,,,,,,,,5,14,1,2.8
,,,,,,,,,,,,, ,,0.3,1.84
9713,2,890,5,11,890,10,13,21.1,NA,NA,NA,NA,1,1,0.2,0.2
9716,29,890,5,11,890,10,12,53.6,NA,NA,NA,NA,0,1,0,0.2
9717,20,890,5,12,890,10,13,53.1,53.9,NA,NA,NA,0,2,0,0.4
9917,26,890,5,5,890,10,5,NA,NA,NA,NA,NA,0,0,0,0
9919,11,890,5,6,890,10,6,39.2,NA,NA,NA,NA,0,1,0,0.2
,,,,,,,,,,,,,1,5,0.2,1
,,,,,,,,,,,,, ,,0,0.28
9713,1,890,5,11,OS,10,9,7.1,10.4,17.1,18.5,25.1,5,5,1,1
9716,28,890,5,11,OS,10,8,5.3,12,17.7,24.2,29.1,5,5,1,1
9717,19,890,5,12,OS,10,7,4.3,4.9,17.9,25.2,NA,4,4,0.8,0.8
9917,25,890,5,5,OS,10,9,7.6,8.3,16.3,16.3,34.7,4,5,0.8,1
9919,10,890,5,6,OS,10,6,6.4,8.7,11.4,19,30.8,4,5,0.8,1
,,,,,,,,,,,,,22,24,4.4,4.8
,,,,,,,,,,,,, ,,3.9,4.64
9713,3,OS,5,11,890,10,13,34,40.7,50.7,NA,NA,0,3,0,0.6
9716,30,OS,5,13,890,10,12,55.2,NA,NA,NA,NA,0,1,0,0.2
9717,21,OS,5,12,890,10,13,56.5,NA,NA,NA,NA,0,1,0,0.2
9917,27,OS,5,5,890,10,5,NA,NA,NA,NA,NA,0,0,0,0
9919,12,OS,5,6,890,10,6,50,NA,NA,NA,NA,0,1,0,0.2
,,,,,,,,,,,,,0,6,0,1.2
,,,,,,,,,,,,, ,,0,0.48
9717,23,892,5,9,892,10,13,34.5,41.5,NA,NA,NA,0,2,0,0.4
9921,14,892,5,8,892,10,9,NA,NA,NA,NA,NA,0,0,0,0
9923,14,892,5,6,892,10,8,9.3,12.3,20.4,26.7,NA,4,4,0.8,0.8
9926,19,892,5,9,892,10,6,7.7,12.7,20.5,NA,NA,3,3,0.6,0.6
9002,27,892,5,6,892,10,5,10,35.6,NA,NA,NA,1,2,0.2,0.4
,,,,,,,,,,,,,8,11,1.6,2.2
,,,,,,,,,,,,, ,,1,1.32
9717,22,892,4,9,OS,10,7,9.2,19.4,NA,NA,NA,2,2,0.5,0.5
9921,13,892,5,8,OS,10,7,3.9,9.3,10.9,18.3,51.2,4,5,0.8,1
9923,13,892,5,6,OS,10,8,8.3,11.1,12.2,17.1,37.1,4,5,0.8,1
9926,18,892,5,9,OS,10,10,9.8,16.5,36.7,48,NA,2,4,0.4,0.8
9002,26,892,5,6,OS,10,9,3.8,10,21,28.2,NA,4,4,0.8,0.8
,,,,,,,,,,,,,16,20,3.3,4.1
,,,,,,,,,,,,, ,,2.3,3.53
9717,24,OS,5,12,892,10,13,5.3,27.4,33.7,51,NA,2,4,0.4,0.8
9921,15,OS,5,8,892,10,9,30.2,30.5,30.7,50,59,0,5,0,1
9923,15,OS,5,9,892,10,8,20.1,20.5,28.2,37.9,NA,3,4,0.6,0.8
9926,20,OS,5,11,892,10,6,19.5,35,38.3,NA,NA,1,3,0.2,0.6
9002,28,OS,5,7,892,10,5,11.3,38.6,52,52.2,71.9,1,4,0.2,0.8
,,,,,,,,,,,,,7,20,1.4,4
,,,,,,,,,,,,, ,,0.6,3.28
9713,5,894,5,10,894,10,13,16.6,42.1,NA,NA,NA,1,2,0.2,0.4
9921,17,894,5,8,894,10,9,28.8,NA,NA,NA,NA,1,1,0.2,0.2
9923,17,894,5,7,894,10,9,16.7,50,57.7,NA,NA,1,3,0.2,0.6
9924,8,894,5,7,894,10,12,9.1,26.8,39.1,NA,NA,2,3,0.4,0.6
9926,22,894,5,6,894,10,5,18.8,NA,NA,NA,NA,1,1,0.2,0.2
,,,,,,,,,,,,,6,10,1.2,2
,,,,,,,,,,,,, ,,0.3,0.96
9713,4,894,5,10,OS,10,9,23.7,24.7,43.8,NA,NA,2,3,0.4,0.6
9921,16,894,5,8,OS,9,7,9,20.3,32.2,32.9,NA,2,4,0.4,0.8
9923,16,894,5,7,OS,10,8,6,14,22.5,22.6,28.3,5,5,1,1
9924,7,894,5,7,OS,10,7,12.4,23.4,50.8,NA,NA,2,3,0.4,0.6
9926,21,894,5,6,OS,10,10,8.3,12.5,13.5,16.4,36.6,4,5,0.8,1
,,,,,,,,,,,,,15,20,3,4
,,,,,,,,,,,,, ,,2.1,3.36
9713,6,OS,5,11,894,10,13,14.3,14.4,16.5,26.5,50.4,4,5,0.8,1
9921,18,OS,5,8,894,10,9,33.5,48.7,NA,NA,NA,0,2,0,0.4
9923,18,OS,5,9,894,10,9,25.3,43.2,54.8,NA,NA,1,3,0.2,0.6
9924,9,OS,5,9,894,10,12,50.3,NA,NA,NA,NA,0,1,0,0.2
9926,23,OS,5,11,894,10,5,52.6,NA,NA,NA,NA,0,1,0,0.2
,,,,,,,,,,,,,5,12,1,2.4
,,,,,,,,,,,,, ,,0.7,1.6
9710,26,897,5,9,897,10,9,12.4,25.8,25.8,41.3,45.9,3,5,0.6,1
9917,29,897,5,5,897,10,5,29.5,55.5,57.6,NA,NA,1,3,0.2,0.6
9919,14,897,5,6,897,10,6,11.1,15.4,30.8,38.1,NA,2,4,0.4,0.8
9921,20,897,5,6,897,10,7,17.3,17.4,24.8,26.3,45.8,4,5,0.8,1
9923,20,897,5,7,897,10,7,24.4,28.9,29.2,30.4,38.7,3,5,0.6,1
,,,,,,,,,,,,,13,22,2.6,4.4
,,,,,,,,,,,,, ,,1.6,4
9710,25,897,5,9,OS,10,8,8.4,8.5,14.3,30,30.1,3,5,0.6,1
9917,28,897,5,5,OS,10,9,12.5,12.6,28.2,45.3,NA,3,4,0.6,0.8
9919,13,897,5,6,OS,10,6,6.8,11.2,21.9,28.7,49.1,4,5,0.8,1
9921,19,897,5,6,OS,10,7,8.6,10.4,20,37.5,NA,3,4,0.6,0.8
9923,19,897,5,7,OS,10,8,8.7,9.7,13.8,30.5,30.8,3,5,0.6,1
,,,,,,,,,,,,,16,23,3.2,4.6
,,,,,,,,,,,,, ,,2.1,4.28
9710,27,OS,5,9,897,10,9,22.2,27.9,27.9,36.8,51.4,3,5,0.6,1
9917,30,OS,5,5,897,10,5,43.9,NA,NA,NA,NA,0,1,0,0.2
9919,15,OS,5,6,897,9,6,31.7,31.9,39.8,54.1,NA,0,4,0,0.8
9921,21,OS,5,8,897,10,7,16.4,22.1,36.8,37.6,45.5,2,5,0.4,1
9923,21,OS,5,9,897,10,7,31.7,32.5,36.3,41.9,NA,0,4,0,0.8
,,,,,,,,,,,,,5,19,1,3.8
,,,,,,,,,,,,, ,,0.5,3.32
9713,8,900,5,9,900,9,12,9.6,18.2,NA,NA,NA,2,2,0.4,0.4
9918,2,900,5,6,900,10,6,16.6,24.9,26.3,NA,NA,3,3,0.6,0.6
9921,23,900,5,7,900,10,7,3.7,8.8,13.4,20.7,29,5,5,1,1
9923,23,900,5,7,900,9,6,19.5,41.8,57,NA,NA,2,3,0.4,0.6
9926,25,900,5,8,900,10,6,6.1,6.1,13.5,25.1,26,5,5,1,1
,,,,,,,,,,,,,17,18,3.4,3.6
,,,,,,,,,,,,, ,,2.7,2.88
9713,7,900,5,9,OS,10,9,5.6,8.6,14.3,23,NA,4,4,0.8,0.8
9918,1,900,5,6,OS,10,8,11.7,20,20.3,34.5,44,3,5,0.6,1
9921,22,900,5,7,OS,10,7,5.5,6.3,6.5,6.6,33.9,4,5,0.8,1
9923,22,900,5,7,OS,10,8,5.3,7.1,7.2,15.1,15.3,5,5,1,1
9926,24,900,5,8,OS,10,10,3.5,5.1,13.4,20.3,41.3,5,5,1,1
,,,,,,,,,,,,,21,24,4.2,4.8
,,,,,,,,,,,,, ,,3.6,4.64
9713,9,OS,5,11,900,10,12,11.2,18,26,26.3,29.5,5,5,1,1
9918,3,OS,5,5,900,10,6,27.5,34,34.2,49.4,NA,1,4,0.2,0.8
9921,24,OS,5,8,900,10,7,15.8,26.2,26.4,26.6,52,4,5,0.8,1
9923,24,OS,5,9,900,10,6,22.1,27.4,30.8,47,NA,2,4,0.4,0.8
9926,26,OS,5,11,900,10,6,19.9,31.2,50.5,NA,NA,1,3,0.2,0.6
,,,,,,,,,,,,,13,21,2.6,4.2
,,,,,,,,,,,,, ,,1.9,3.64
9710,29,907,5,9,907,10,9,8,9.7,22.6,22.7,39.3,4,5,0.8,1
9717,26,907,5,9,907,10,10,4.9,9.6,16.2,20,NA,4,4,0.8,0.8
9918,5,907,5,6,907,10,6,41.4,NA,NA,NA,NA,0,1,0,0.2
9921,26,907,5,7,907,10,8,8.4,24.2,NA,NA,NA,2,2,0.4,0.4
9923,26,907,5,8,907,10,8,6.9,9.5,20.5,21.4,21.7,5,5,1,1
,,,,,,,,,,,,,15,17,3,3.4
,,,,,,,,,,,,, ,,2.4,2.84
9710,28,907,5,9,OS,10,8,5.9,5.9,11.1,16.2,28.5,5,5,1,1
9717,25,907,5,9,OS,10,7,4.3,8.8,15.3,16.2,NA,4,4,0.8,0.8
9918,4,907,5,6,OS,10,8,12.2,13.6,14.9,15,NA,4,4,0.8,0.8
9921,25,907,5,7,OS,10,7,5.2,10.6,15.6,NA,NA,3,3,0.6,0.6
9923,25,907,5,8,OS,10,8,7,13,27,27.2,45.7,4,5,0.8,1
,,,,,,,,,,,,,20,21,4,4.2
,,,,,,,,,,,,, ,,3.3,3.64
9710,30,OS,5,9,907,10,9,5.2,13.6,13.6,21.1,40.6,4,5,0.8,1
9717,27,OS,5,12,907,10,10,NA,NA,NA,NA,NA,0,0,0,0
9918,6,OS,5,5,907,10,6,29,50.3,56.9,NA,NA,1,3,0.2,0.6
9921,27,OS,5,8,907,10,8,15.7,42.6,NA,NA,NA,1,2,0.2,0.4
9923,27,OS,5,9,907,10,8,39.9,43.1,54.7,59.1,NA,0,4,0,0.8
,,,,,,,,,,,,,6,14,1.2,2.8
,,,,,,,,,,,,, ,,0.7,2.16
9711,29,908,5,9,908,10,8,NA,NA,NA,NA,NA,0,0,0,0
9713,11,908,5,11,908,10,13,35.2,NA,NA,NA,NA,0,1,0,0.2
9714,2,908,5,12,908,9,13,26.8,34.8,43.8,NA,NA,1,3,0.2,0.6
9715,20,908,5,13,908,10,13,32.6,NA,NA,NA,NA,0,1,0,0.2
9919,17,908,5,6,908,10,6,6.9,32.5,36.6,45.8,NA,1,4,0.2,0.8
,,,,,,,,,,,,,2,9,0.4,1.8
,,,,,,,,,,,,, ,,0.1,1.08
9711,28,908,5,9,OS,10,8,6.7,8,13,30.8,NA,3,4,0.6,0.8
9713,10,908,5,11,OS,10,9,8.2,17.8,39.4,40.3,NA,2,4,0.4,0.8
9714,1,908,5,12,OS,10,9,7.6,22.8,33.6,NA,NA,2,3,0.4,0.6
9715,19,908,5,13,OS,10,10,10.2,42.8,NA,NA,NA,1,2,0.2,0.4
9919,16,908,5,6,OS,10,6,9.7,15.1,19.2,19.9,20.1,5,5,1,1
,,,,,,,,,,,,,13,18,2.6,3.6
,,,,,,,,,,,,, ,,1.7,2.8
9711,30,OS,5,10,908,10,8,33,42.1,NA,NA,NA,0,2,0,0.4
9713,12,OS,5,11,908,10,13,22.5,26,39.3,52,NA,2,4,0.4,0.8
9714,3,OS,5,12,908,10,13,14.7,14.9,26.7,44.5,NA,3,4,0.6,0.8
9715,21,OS,5,13,908,10,13,7.7,17.7,22.6,29.1,29.2,5,5,1,1
9919,18,OS,5,6,908,10,6,13.1,40,37.6,45.9,54.4,1,5,0.2,1
,,,,,,,,,,,,,11,20,2.2,4
,,,,,,,,,,,,, ,,1.6,3.44
9713,14,911,5,11,911,10,10,23.6,33.2,56,NA,NA,1,3,0.2,0.6
9918,8,911,5,6,911,10,6,31.7,53.5,58.5,59,NA,0,4,0,0.8
9919,20,911,4,6,911,10,6,17.2,45.7,NA,NA,NA,1,2,0.25,0.5
9922,29,911,5,7,911,10,7,10.6,18.9,48.2,NA,NA,2,3,0.4,0.6
9924,11,911,5,6,911,10,8,36.7,50.5,NA,NA,NA,0,2,0,0.4
,,,,,,,,,,,,,4,14,0.85,2.9
,,,,,,,,,,,,, ,,0.3,1.77
9713,13,911,5,11,OS,10,9,24.3,NA,NA,NA,NA,1,1,0.2,0.2
9918,7,911,5,6,OS,10,8,7.4,11.9,19.6,24.3,38.2,4,5,0.8,1
9919,19,911,5,6,OS,10,6,5.2,10.6,11.8,27.8,54.4,4,5,0.8,1
9922,28,911,5,7,OS,10,7,6.5,13,13.4,27,49.1,4,5,0.8,1
9924,10,911,5,6,OS,10,7,10,22.1,30,NA,NA,3,3,0.6,0.6
,,,,,,,,,,,,,16,19,3.2,3.8
,,,,,,,,,,,,, ,,2.3,3.4
9713,15,OS,5,11,911,10,10,15.8,17.3,23.2,23.3,34.6,4,5,0.8,1
9918,9,OS,5,5,911,10,6,30.3,48.5,NA,NA,NA,0,2,0,0.4
9919,21,OS,5,6,911,10,6,13.2,25.2,25.7,34.8,NA,3,4,0.6,0.8
9922,30,OS,5,8,911,10,7,32.1,NA,NA,NA,NA,0,1,0,0.2
9924,12,OS,5,9,911,10,8,19.5,39.9,NA,NA,NA,1,2,0.2,0.4
,,,,,,,,,,,,,8,14,1.6,2.8
,,,,,,,,,,,,, ,,1,2
9713,17,913,5,9,913,10,13,46.1,55.7,NA,NA,NA,0,2,0,0.4
9918,11,913,4,6,913,10,6,37.7,NA,NA,NA,NA,0,1,0,0.25
9921,29,913,5,6,913,10,8,53.7,54.1,NA,NA,NA,0,2,0,0.4
9923,29,913,5,7,913,10,7,NA,NA,NA,NA,NA,0,0,0,0
9924,14,913,5,6,913,10,6,27.7,28.6,28.7,NA,NA,3,3,0.6,0.6
,,,,,,,,,,,,,3,8,0.6,1.65
,,,,,,,,,,,,, ,,0.4,0.7425
9713,16,913,4,9,OS,10,9,15.2,19.6,29,34.3,NA,3,4,0.75,1
9918,10,913,5,6,OS,10,8,15.7,19,26.4,NA,NA,3,3,0.6,0.6
9921,28,913,5,6,OS,10,7,14,14.1,22.1,34.8,39.9,3,5,0.6,1
9923,28,913,5,7,OS,10,8,9.3,17.7,33.9,43.3,56.3,2,5,0.4,1
9924,13,913,5,6,OS,10,7,23.6,33.1,50.1,50.4,NA,1,4,0.2,0.8
,,,,,,,,,,,,,12,21,2.55,4.4
,,,,,,,,,,,,, ,,1.5,4
9713,18,OS,5,11,913,9,13,23.3,38.6,53.1,58.6,NA,1,4,0.2,0.8
9918,12,OS,5,5,913,9,6,37.8,55.5,NA,NA,NA,0,2,0,0.4
9921,30,OS,5,8,913,10,8,25.9,36.3,NA,NA,NA,1,2,0.2,0.4
9923,30,OS,5,9,913,10,7,33.8,45,56.1,NA,NA,0,3,0,0.6
9924,15,OS,5,9,913,11,6,NA,NA,NA,NA,NA,0,0,0,0
,,,,,,,,,,,,,2,11,0.4,2.2
,,,,,,,,,,,,, ,,0.1,1.32
,,,,,,,,,,,,,,,#DIV/0!,
Date,series,_,,,_,,,,,,,,,#mate,#DIV/0!,
,,line,#,age,line,#,age,1st,2nd,3rd,4th,5th,,1 hr,#DIV/0!,
,,,,,,,,m.s,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8617,2,208,5,7,208,10,5,9.004022989,12.52068966,15.98735632,20.37068966,26.18735632,5,5,1,1
8621,2,208,5,11,208,10,11,10.56724138,13.21724138,17.91724138,17.95057471,21.20057471,5,5,1,1
8702,11,208,5,9,208,10,9,6.664367816,9.847701149,21.43103448,25.43103448,33.78103448,4,5,0.8,1
8705,29,208,5,10,208,10,11,8.512068966,15.11206897,20.56206897,24.2954023,53.81206897,4,5,0.8,1
8729,2,208,5,8,208,10,7,9.187356322,10.52068966,13.18735632,16.85402299,24.68735632,5,5,1,1
8808,2,208,5,17,208,10,15,10.20517241,16.77183908,16.90517241,17.35517241,24.35517241,5,5,1,1
8811,2,208,5,6,208,10,5,5.822413793,8.022413793,8.072413793,13.18908046,13.27241379,5,5,1,1
8813,2,208,5,7,208,10,7,8.51091954,12.27758621,15.19425287,16.27758621,18.27758621,5,5,1,1
8916,2,208,5,6,208,10,6,7.056896552,9.440229885,16.37356322,17.19022989,27.69022989,5,5,1,1
8918,32,208,5,7,208,10,7,10.78850575,12.53850575,12.70517241,15.33850575,28.55517241,5,5,1,1
,,sum,,,,,,86.31896552,120.2689655,158.3356322,184.2522989,271.8189655,48,50,9.6,10
,,sumsq,,,,,,770.689096,1510.224795,2643.946404,3529.137736,8467.15287,,,9.3,10
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8617,3,208,5,7,OS,10,7,6.44137931,11.37471264,16.45804598,16.62471264,22.80804598,5,5,1,1
8621,3,208,5,11,OS,12,4,12.08448276,14.35114943,34.60114943,NA,NA,2,3,0.4,0.6
8702,12,208,5,9,OS,10,7,13.1908046,13.4408046,18.62413793,31.6908046,45.77413793,3,5,0.6,1
8705,30,208,5,10,OS,10,6,5.133333333,NA,NA,NA,NA,1,1,0.2,0.2
8729,3,208,5,8,OS,10,11,8.574712644,9.124712644,12.70804598,17.79137931,51.20804598,4,5,0.8,1
8808,3,208,5,17,OS,10,4,11.96034483,19.96034483,31.79367816,44.12701149,NA,2,4,0.4,0.8
8811,3,208,5,6,OS,10,4,7.92816092,8.794827586,8.961494253,22.37816092,22.62816092,5,5,1,1
8813,3,208,5,7,OS,10,4,6.455172414,16.80517241,16.97183908,21.85517241,29.35517241,5,5,1,1
8916,3,208,5,6,OS,10,8,6.113793103,9.297126437,12.54712644,17.7137931,19.2137931,5,5,1,1
8918,33,208,5,7,OS,10,8,6.610344828,9.727011494,10.57701149,17.66034483,28.44367816,5,5,1,1
,,sum,,,,,,84.49252874,NA,NA,NA,NA,37,43,7.4,8.6
,,sumsq,,,,,,790.0501846,NA,NA,NA,NA,,,6.4,8.04
,,,,,,,,,,,,,,,#DIV/0!,
,,,,,,,,,,,,,,,#DIV/0!,
8617,11,301,5,7,301,10,7,55.62356322,NA,NA,NA,NA,0,1,0,0.2
